id,symbol,status,baseAsset,quoteAsset
25364cba-8535-4e1b-95c9-a3327c3642fa,CLOAKBTC,BREAK,CLOAK,BTC
3ca8381d-b6e0-43de-bbf1-f61f67b42bad,CLOAKETH,BREAK,CLOAK,ETH
9e8ddb78-27a9-4d5a-b762-0694c03a529a,GNTBTC,BREAK,GNT,BTC
91aaa7d8-6ea1-4c0a-9fde-c0c47e206123,GNTETH,BREAK,GNT,ETH
3256d04e-2287-48dc-a390-169012de8364,GNTBNB,BREAK,GNT,BNB
321fd48d-7426-4bb6-bd50-3879a3fff905,LOOMBTC,BREAK,LOOM,BTC
ad1a3581-ec88-4912-864c-c242f7dde7b1,LOOMETH,BREAK,LOOM,ETH
3e8fc38b-30ae-47ef-bb23-e0ea5f104304,LOOMBNB,BREAK,LOOM,BNB
a96374c8-aa54-4047-9f35-7479d9e261ae,XRPUSDT,TRADING,XRP,USDT
df1d8556-96e6-4e08-92bf-93362e6bb7ee,BCNBTC,BREAK,BCN,BTC
d6468fbb-0eb3-4328-ae47-deca591b6fd2,BCNETH,BREAK,BCN,ETH
5d735666-17be-4305-b712-979f715362d2,BCNBNB,BREAK,BCN,BNB
cf9ddd1b-3bc5-4cb2-9dee-d11d194f248d,REPBTC,BREAK,REP,BTC
dee774e0-1b08-44fa-9871-96c077b4a9af,REPBNB,BREAK,REP,BNB
318f43e1-252b-461d-b4b7-fbb2c7147fb5,BTCTUSD,TRADING,BTC,TUSD
25bc8e69-5388-4bba-b642-06db75ec1e67,TUSDBTC,BREAK,TUSD,BTC
c8d40e24-cbdb-4b0c-9681-8f9d6d289973,ETHTUSD,TRADING,ETH,TUSD
37724601-5de4-42ed-98e3-8e35b672316e,TUSDETH,BREAK,TUSD,ETH
d7b55920-413c-4c99-8989-1c4c529aaac4,TUSDBNB,BREAK,TUSD,BNB
2e4d76d5-7374-4ec1-a324-05b95ddb5c3e,ZENBTC,TRADING,ZEN,BTC
43d02075-c921-43fd-8622-56052a625d55,ZENETH,TRADING,ZEN,ETH
d7512232-6791-43c3-a59b-43770f0f6080,ZENBNB,BREAK,ZEN,BNB
bf611494-46b7-4c30-a548-00cb3fabc24f,SKYBTC,BREAK,SKY,BTC
9561cdf7-7796-4582-86c4-ed80942b1b07,SKYETH,BREAK,SKY,ETH
c82418ee-a124-41df-ad21-ba2b23dade1a,SKYBNB,BREAK,SKY,BNB
0db68cc0-04b6-4a20-9889-b33437a4d9df,EOSUSDT,TRADING,EOS,USDT
f39b4902-0090-4147-842b-0088499eb686,EOSBNB,BREAK,EOS,BNB
a3e12fed-5688-4885-9bda-18b392d3d9b2,CVCBTC,BREAK,CVC,BTC
d1d51a19-b655-4790-815e-5bf02ea455fd,CVCETH,BREAK,CVC,ETH
e1f4b9e3-c7c1-46fa-a123-f2a617c87738,CVCBNB,BREAK,CVC,BNB
856a4b0b-0e3e-4d47-8b72-8393a9691638,THETABTC,TRADING,THETA,BTC
c65c2d55-f04d-40d8-bfc9-57e03f9edfef,THETAETH,TRADING,THETA,ETH
e51be1de-337a-4331-977e-77d49d2dbc21,THETABNB,BREAK,THETA,BNB
0fcccb10-7dc4-48aa-a222-b0e5d04d9fc4,XRPBNB,TRADING,XRP,BNB
1e50553a-f673-49aa-8020-24d52740127e,TUSDUSDT,TRADING,TUSD,USDT
b49a1298-e37c-4aa5-b37a-b5d5d707cbe9,IOTAUSDT,TRADING,IOTA,USDT
6773b2ba-1f0f-4194-aa46-9e208669c471,XLMUSDT,TRADING,XLM,USDT
1e65ad72-a652-46f0-ab80-659373f809cf,IOTXBTC,TRADING,IOTX,BTC
ca4bd366-e10c-436e-b98a-776a7ad8fa7b,IOTXETH,TRADING,IOTX,ETH
31a7b7c7-3d00-4078-9b4c-98507976004c,QKCBTC,TRADING,QKC,BTC
2a5ecdaa-3f1c-46f5-9315-2fd7e6347614,QKCETH,BREAK,QKC,ETH
ab77e126-9f8c-43bf-9a72-762d275eb9c2,AGIBTC,BREAK,AGI,BTC
0cf001b0-c398-41e9-8e42-badaed869885,AGIETH,BREAK,AGI,ETH
0942a040-8ee0-47c7-a78c-4eb675ff4814,AGIBNB,BREAK,AGI,BNB
d95d23f7-0395-4e60-a09c-009303c146b8,NXSBTC,BREAK,NXS,BTC
4ec2af97-87e3-4234-8aef-ca65352450d9,NXSETH,BREAK,NXS,ETH
9ad83e92-972e-47f5-b460-e265d16af112,NXSBNB,BREAK,NXS,BNB
9549b831-c4e2-45f1-88f5-b490457c5266,ENJBNB,BREAK,ENJ,BNB
2e4b6db4-153e-49a4-a798-de21f04b2329,DATABTC,TRADING,DATA,BTC
8ce61053-6ba9-4b2d-8ae3-6cc4f42bff62,DATAETH,BREAK,DATA,ETH
f6f1ba4c-2b9a-4964-be58-9d929339daac,ONTUSDT,TRADING,ONT,USDT
ff4913a5-7c42-481a-aa87-cd1b017a7bca,TRXBNB,TRADING,TRX,BNB
e37462d0-23b8-40dc-b58b-30baee06d374,TRXUSDT,TRADING,TRX,USDT
ccd49879-cb28-40d0-ac07-017a9541564f,ETCUSDT,TRADING,ETC,USDT
342cba14-944e-4555-a473-d4b3b4c2a018,ETCBNB,TRADING,ETC,BNB
8f09a16b-f099-47c5-acc6-9445ca8fa1ce,ICXUSDT,TRADING,ICX,USDT
259c592c-954d-4f22-877a-f02b33fb3b1f,SCBTC,BREAK,SC,BTC
3abceb4c-4cc5-4e13-a1b0-5eee5c863a43,SCETH,TRADING,SC,ETH
712e6a99-65b4-4143-8164-274bd7a175a6,NPXSBTC,BREAK,NPXS,BTC
03f52db4-f0e8-4081-83f9-758193550c2c,NPXSETH,BREAK,NPXS,ETH
349fc5ef-e0ac-4984-85c4-f9a85acdadf6,VENUSDT,BREAK,VEN,USDT
41f7bfab-d741-49bb-972d-17da5d8dbd75,KEYBTC,BREAK,KEY,BTC
2822274a-48d1-434d-8634-592a68095836,KEYETH,BREAK,KEY,ETH
913b6e8e-6f11-41cb-9188-a75661e71da9,NASBTC,BREAK,NAS,BTC
f8604cb0-f416-4344-a7c6-be7e35acab3a,NASETH,BREAK,NAS,ETH
cd5a3a88-0fe8-4d91-9c98-07963c104d27,NASBNB,BREAK,NAS,BNB
e8cb68f6-0f85-4565-badb-6853948defb0,MFTBTC,BREAK,MFT,BTC
98cd9eed-d8f4-440c-b3bb-2c0cb846ee4b,MFTETH,BREAK,MFT,ETH
f867a599-63e4-466d-b9b1-04a1b60fccb4,MFTBNB,BREAK,MFT,BNB
0cbad0bc-5ca5-4e01-9ebb-08b374487d56,DENTBTC,BREAK,DENT,BTC
bf2b0238-b752-46f0-b9ef-b8985c6ed694,DENTETH,TRADING,DENT,ETH
e4d88321-8c77-4859-a9f5-81b1793b85d6,ARDRBTC,TRADING,ARDR,BTC
018be043-7da8-4e0b-976e-2008ad75b794,ARDRETH,BREAK,ARDR,ETH
c42ab84b-6630-4fc5-818b-62a0dca0ca37,ARDRBNB,BREAK,ARDR,BNB
6c4bd23c-046a-4546-bffe-6bc21b202115,NULSUSDT,TRADING,NULS,USDT
21c5ad24-43d0-45d6-b544-f6ff50de59af,HOTBTC,BREAK,HOT,BTC
27b3acc9-c0a5-4eb7-9833-cfc23eadd101,HOTETH,TRADING,HOT,ETH
4de00d9b-991f-4d20-bfbd-778ed9a9e1fa,VETBTC,TRADING,VET,BTC
d45c355c-3075-4de6-b085-ee1992f3c056,VETETH,TRADING,VET,ETH
9bcc794d-b8f6-4351-a4c8-98e04e5d86f6,VETUSDT,TRADING,VET,USDT
c989e861-7089-484a-b0dd-65f0055615c5,VETBNB,TRADING,VET,BNB
ca8ec9f2-0841-4960-ad36-160121caf168,DOCKBTC,BREAK,DOCK,BTC
5e24774a-587a-488c-adcb-2bbc21c9ed93,DOCKETH,BREAK,DOCK,ETH
50c12757-0bc4-44e5-972d-51a9e4f160e4,POLYBTC,BREAK,POLY,BTC
9195c875-a84b-4049-9ad6-9b5716b8e663,POLYBNB,BREAK,POLY,BNB
371a5175-07cb-4cfd-a7dc-4138a9b2152d,PHXBTC,BREAK,PHX,BTC
8141324d-5153-419d-bc28-7d910caff897,PHXETH,BREAK,PHX,ETH
aaf24e20-4f68-4b3b-a544-89abe80708c3,PHXBNB,BREAK,PHX,BNB
775d4c14-3f58-48c3-9066-89c36ba58773,HCBTC,BREAK,HC,BTC
f106c56e-00a4-4d7e-ab56-04322e95efad,HCETH,BREAK,HC,ETH
ad2581f5-a645-4f97-be0f-91858bc4d887,GOBTC,BREAK,GO,BTC
360fcc84-cdcb-4432-ae84-3f73cb296bf2,GOBNB,BREAK,GO,BNB
005a4557-9914-4bf8-b1e3-c8cf4dfcea20,PAXBTC,BREAK,PAX,BTC
f8c8cd0d-0540-4f3a-aa54-8fa04320c7a2,PAXBNB,BREAK,PAX,BNB
d7ad699c-be6d-4e6e-aaa1-68e4f277a194,PAXUSDT,BREAK,PAX,USDT
75d1b2e0-b088-47d1-bf90-e656ea5bab9b,PAXETH,BREAK,PAX,ETH
d32ca55e-c8a9-4f8e-a4c0-dd0267b30ce7,RVNBTC,TRADING,RVN,BTC
c6cfd6ee-e94a-43a7-8e61-ca191331cf7f,DCRBTC,TRADING,DCR,BTC
ecf7fbfc-028d-4262-ad0e-cb18b2993494,DCRBNB,BREAK,DCR,BNB
e7fac68b-ed85-437f-9b9e-22d1e0129606,USDCBNB,BREAK,USDC,BNB
64c2711d-1eb8-4152-8430-a3e8fbc58c78,MITHBTC,BREAK,MITH,BTC
360c69d1-0c04-458d-bcb3-30f87d5fcde7,MITHBNB,BREAK,MITH,BNB
926f0aa7-6aaa-42cf-aa76-24d59a57e7d2,BCHABCBTC,BREAK,BCHABC,BTC
f85fbe80-78e0-4936-a135-18626ea0deb5,BCHSVBTC,BREAK,BCHSV,BTC
170c4f4f-7666-4f7f-b1fd-53f3e3805202,BCHABCUSDT,BREAK,BCHABC,USDT
26c53c85-862a-4a3f-9ab9-2a28c405cf90,BCHSVUSDT,BREAK,BCHSV,USDT
fa3b8a6f-78c2-42b0-bee4-990305d2a6a2,BNBPAX,BREAK,BNB,PAX
b269faef-3b3d-4b9c-b40d-979a841e616e,BTCPAX,BREAK,BTC,PAX
d1ba23b7-1fd5-43b9-99ed-1cf0cf83d192,ETHPAX,BREAK,ETH,PAX
99434776-e93c-4b77-aadf-29c583a519a6,XRPPAX,BREAK,XRP,PAX
50652e73-9e0c-407c-89d3-2411373e0938,EOSPAX,BREAK,EOS,PAX
563fce91-1a80-4783-ad32-49be68549404,XLMPAX,BREAK,XLM,PAX
dee91efe-e4c1-4221-bc94-ccedb0755316,RENBTC,TRADING,REN,BTC
02d66c81-a201-48a1-a180-f864d988b01e,RENBNB,BREAK,REN,BNB
b1553e0a-f8c7-47ba-b2de-cc19d3fec165,BNBTUSD,TRADING,BNB,TUSD
9612270d-4781-4343-bfbc-ba1048a50b65,XRPTUSD,TRADING,XRP,TUSD
fb012541-eb24-4c7b-b8e8-de81c371eaba,EOSTUSD,BREAK,EOS,TUSD
f2a1a72a-c746-497e-bb95-98291dcef53d,XLMTUSD,BREAK,XLM,TUSD
f4fcd0e8-24c9-430d-b5a1-3b6a65830106,BNBUSDC,TRADING,BNB,USDC
d1dfbb55-cb53-4131-b9f1-fff9702e43b6,BTCUSDC,TRADING,BTC,USDC
78bad451-5776-4fb4-9093-b19da0cd27d9,ETHUSDC,TRADING,ETH,USDC
72bd1087-7811-47fb-b5f0-a2896395e2da,XRPUSDC,TRADING,XRP,USDC
7488e951-2517-4bf1-8f97-17b19f8766fa,EOSUSDC,TRADING,EOS,USDC
bdcfcd23-7eea-4583-87f9-5b7963fb7c7d,XLMUSDC,BREAK,XLM,USDC
0a8d86aa-8cf2-495c-9b0e-eb6d6ea44fba,USDCUSDT,TRADING,USDC,USDT
d06aa874-adc3-4c4b-a038-4ab0fbea8c17,ADATUSD,BREAK,ADA,TUSD
ca95bd96-c1d5-4878-80af-1affcfce54e1,TRXTUSD,BREAK,TRX,TUSD
34509a15-01e5-4a32-bc17-9fcd0959d3fa,NEOTUSD,BREAK,NEO,TUSD
8b86a0aa-c1c6-42ea-a17e-edc39da85d5d,TRXXRP,TRADING,TRX,XRP
e0808825-f228-403f-96a7-8aade3516211,XZCXRP,BREAK,XZC,XRP
94cb0661-0ec7-4017-bea4-6f65866b8900,PAXTUSD,BREAK,PAX,TUSD
a09a49ab-6291-4ebf-a8a1-4e5b861f8023,USDCTUSD,BREAK,USDC,TUSD
db0a2545-6025-43e9-8d53-760ecd7bcdc4,USDCPAX,BREAK,USDC,PAX
ca2868aa-5df4-41ed-ab78-dd3a0df2f596,LINKUSDT,TRADING,LINK,USDT
31ad8743-1e45-42ad-b04f-059b49bfa8d4,LINKTUSD,BREAK,LINK,TUSD
cb902341-4482-4135-b32c-5bc32bea2c2c,LINKPAX,BREAK,LINK,PAX
7c023761-10c9-4cdc-8ae0-2e2be9a49795,LINKUSDC,TRADING,LINK,USDC
d8944e8a-ad85-4279-9af3-16efcf420ee8,WAVESUSDT,BREAK,WAVES,USDT
505f93c7-9eb8-43e0-8673-bbe715f8c74d,WAVESTUSD,BREAK,WAVES,TUSD
44b90f69-93ab-4eba-8fae-f05f701ea6b0,WAVESPAX,BREAK,WAVES,PAX
fa6e4ab1-9ff1-43f0-9e9c-b1ad68281a0b,WAVESUSDC,BREAK,WAVES,USDC
deef4d49-e23f-4818-a59a-88ae7dfcd1ef,BCHABCTUSD,BREAK,BCHABC,TUSD
bb8d502b-c6ee-4378-a90f-3097552bc4e5,BCHABCPAX,BREAK,BCHABC,PAX
c3578191-6584-423a-bbce-afdc91082a35,BCHABCUSDC,BREAK,BCHABC,USDC
61f27334-3cbd-421d-94ed-2c334ae31c58,BCHSVTUSD,BREAK,BCHSV,TUSD
1483146b-df5a-490a-aa15-cac6889a47d0,BCHSVPAX,BREAK,BCHSV,PAX
f3dbd1ce-beb2-4936-8d4f-c92fb92aefdc,BCHSVUSDC,BREAK,BCHSV,USDC
b942dcbd-19a1-4971-baf2-e2a11c303129,LTCTUSD,BREAK,LTC,TUSD
3962a7f7-30c5-4c3b-a2c2-b065253a915e,LTCPAX,BREAK,LTC,PAX
f4bc8fc9-763e-4539-8f7c-b1555c47262c,LTCUSDC,TRADING,LTC,USDC
26d904ec-8d6f-46a4-a80b-7c986a915ec1,TRXPAX,BREAK,TRX,PAX
6430af6d-0a05-41e3-bb86-50fbf0a0b67a,TRXUSDC,TRADING,TRX,USDC
07193a14-8a45-4d87-b63b-0b6a0fb7e981,BTTBTC,BREAK,BTT,BTC
4fb11bec-b8c1-432e-941f-f1e42c12be41,BTTBNB,BREAK,BTT,BNB
6a87aa92-4dd8-4f90-b569-daf5d7abac95,BTTUSDT,BREAK,BTT,USDT
8b946a0e-ed1f-4267-925d-ca53ef08deae,BNBUSDS,BREAK,BNB,USDS
c14d1dbb-e12c-4c79-8980-4a1b9df28696,BTCUSDS,BREAK,BTC,USDS
016b8f58-fa48-4a29-bd71-b838b4382ea7,USDSUSDT,BREAK,USDS,USDT
d65b834d-53c2-4db7-acd4-8660092ed6f6,USDSPAX,BREAK,USDS,PAX
b51a6be5-bfd7-434f-9ce9-3f56e3254631,USDSTUSD,BREAK,USDS,TUSD
be438fa1-cab6-471f-95da-adc3a794fb58,USDSUSDC,BREAK,USDS,USDC
a919c060-f789-48eb-a429-a11ca4d388e8,BTTPAX,BREAK,BTT,PAX
823c6f84-c996-4c5a-9087-2afc72b6fabe,BTTTUSD,BREAK,BTT,TUSD
7d294fe0-256f-4b3c-b9bf-4707a9b02dbb,BTTUSDC,BREAK,BTT,USDC
4ca834bd-8bdb-4219-a049-0a9ee36cb431,ONGBNB,BREAK,ONG,BNB
3e2ef236-a04f-4e70-b170-4d11cf10f03b,ONGBTC,TRADING,ONG,BTC
adffd5a0-f70e-4a93-af19-a29833fefd0e,ONGUSDT,TRADING,ONG,USDT
9b58cefe-74b2-42f0-b345-02c285afe95a,HOTBNB,BREAK,HOT,BNB
d86bb7ff-41bf-4934-bbcf-365aeb55d7d9,HOTUSDT,TRADING,HOT,USDT
e824f2ef-750f-4b33-a20b-9817111e7804,ZILUSDT,TRADING,ZIL,USDT
3096023d-484c-4aa4-a2cc-5dda5533b755,ZRXBNB,BREAK,ZRX,BNB
b1154302-0e85-42d2-9380-472520636662,ZRXUSDT,TRADING,ZRX,USDT
b7691bfe-36cc-45d9-a389-05f646bac49f,FETBNB,TRADING,FET,BNB
e4fbbae1-9afa-484c-a925-757afa6c0b47,FETBTC,TRADING,FET,BTC
31cf21c6-4723-41ac-a3d7-1ce40159d5d8,FETUSDT,TRADING,FET,USDT
b44850a2-9371-4703-898e-a343b2952647,BATUSDT,TRADING,BAT,USDT
06fed803-8a6e-4313-9c32-7794d0aa5b06,XMRBNB,BREAK,XMR,BNB
e69e452e-bafa-4a64-acc5-f41dfc552ff2,XMRUSDT,BREAK,XMR,USDT
ac4b3ebb-eeb5-4724-a9d8-b3b8cb1fcc9b,ZECBNB,BREAK,ZEC,BNB
7c8483b3-7b29-4eb6-ac01-87970fe56174,ZECUSDT,TRADING,ZEC,USDT
59b82e52-0b3f-435c-9b5c-c103161b1f4b,ZECPAX,BREAK,ZEC,PAX
c9475e93-f464-437d-a45f-66a8258ebfc6,ZECTUSD,BREAK,ZEC,TUSD
f2a3ef1d-5056-493f-b56b-3aad2ecffe73,ZECUSDC,BREAK,ZEC,USDC
d9ad16cd-908d-4fd0-b448-ac24ef7e6448,IOSTUSDT,TRADING,IOST,USDT
0b53e5c2-b7c9-493d-80a5-a1cc9073ce38,CELRBNB,BREAK,CELR,BNB
d58f9bc4-d21b-412f-820b-00f6f122d348,CELRBTC,TRADING,CELR,BTC
761c7dff-255a-42ff-9cc1-18dd7e4e16f2,CELRUSDT,TRADING,CELR,USDT
cdf203f5-bd0b-42ab-b4ce-b620b6b68f5a,ADAPAX,BREAK,ADA,PAX
8a608f70-342b-43be-a99c-ba4ff2fdf324,ADAUSDC,TRADING,ADA,USDC
d29becea-45b4-4368-8d57-0a8d0d77a6b5,NEOPAX,BREAK,NEO,PAX
36da01a3-1125-45ff-839e-47215063d2f1,NEOUSDC,TRADING,NEO,USDC
90560272-f8e0-433f-a467-5527cbdd6d7b,DASHBNB,BREAK,DASH,BNB
22ae4332-5b92-4d7b-97a3-06acc19ac265,DASHUSDT,TRADING,DASH,USDT
152a5971-5459-4154-b345-42c1fac81e3c,NANOUSDT,BREAK,NANO,USDT
a6d75add-eb91-4511-aa5f-2952ab5bdff4,OMGBNB,BREAK,OMG,BNB
85364ce8-e1d7-467e-a4c4-df4e1fa3ce86,OMGUSDT,BREAK,OMG,USDT
7ff04baa-cb17-4d8f-afb4-bfd7a64af8a1,THETAUSDT,TRADING,THETA,USDT
00ea51b5-c1f5-49b0-9874-2f1eec12a989,ENJUSDT,TRADING,ENJ,USDT
ff069d6c-c46e-49aa-b946-a614e7d233c3,MITHUSDT,BREAK,MITH,USDT
de1af813-4c52-435e-86d5-782d5e67eb9c,MATICBNB,BREAK,MATIC,BNB
5ae4a9a4-a664-43d8-829a-7b91bbb3e7cc,MATICBTC,BREAK,MATIC,BTC
bf2066bf-3bea-4495-9289-e268e8a5846c,MATICUSDT,BREAK,MATIC,USDT
e13bc71a-30fd-412e-9538-f37bad63153c,ATOMBNB,TRADING,ATOM,BNB
c6b0863c-c7d9-42c7-819b-5d857ac50299,ATOMBTC,TRADING,ATOM,BTC
b5ba3519-3737-41ed-8ce5-805bcc056b02,ATOMUSDT,TRADING,ATOM,USDT
a8b9db23-638a-4213-964d-4ececdda3c76,ATOMUSDC,TRADING,ATOM,USDC
de50528d-ab4c-48a5-b83f-49dbaa481212,ATOMPAX,BREAK,ATOM,PAX
50d3416f-249f-4a6f-9162-b892ff3f08ef,ATOMTUSD,BREAK,ATOM,TUSD
ade43877-e751-481c-8e0d-383d175d0159,ETCUSDC,BREAK,ETC,USDC
fa3109b8-3130-4d39-af0a-43834800b8ce,ETCPAX,BREAK,ETC,PAX
9a1e0099-ca4a-4a43-bf58-559af098405e,ETCTUSD,BREAK,ETC,TUSD
7a1ec5b4-1184-47a9-b21f-3727e8f704f3,BATUSDC,BREAK,BAT,USDC
13e09822-c16c-4ee6-9bbd-d40b00c26d16,BATPAX,BREAK,BAT,PAX
1948c560-21b9-45fb-b9ce-0cf7cd0401dd,BATTUSD,BREAK,BAT,TUSD
e5ad8ce1-4a31-4a01-a0a0-3c6c33e29244,PHBBNB,BREAK,PHB,BNB
b5ae409b-8d14-406a-944a-0e1e6bad8f23,PHBBTC,TRADING,PHB,BTC
3fbabe0e-3b68-4c50-9b47-0e1e3ede1b8a,PHBUSDC,BREAK,PHB,USDC
190c55e9-1bd0-4ac5-ab9d-419b34a5913e,PHBTUSD,BREAK,PHB,TUSD
6db22776-defd-4fa6-a93a-e5ba5efce743,PHBPAX,BREAK,PHB,PAX
afb18439-7f30-496f-b0f2-ff90a6969b83,TFUELBNB,BREAK,TFUEL,BNB
7c6da5a7-e973-44df-baab-f37e9520f4d7,TFUELBTC,TRADING,TFUEL,BTC
98b25846-046e-44f1-a66c-085a4efbfdad,TFUELUSDT,TRADING,TFUEL,USDT
44bf1624-6c2c-4453-b7ba-14f19819b2d2,TFUELUSDC,BREAK,TFUEL,USDC
43fbf798-97e8-406e-a446-1824220f2e3d,TFUELTUSD,BREAK,TFUEL,TUSD
5ec834da-d841-459c-ab6c-351b1a445a4a,TFUELPAX,BREAK,TFUEL,PAX
8745be64-ceff-46ef-af2d-ca7c12ceaf1c,ONEBNB,BREAK,ONE,BNB
203cefd0-c538-476b-978d-03cee8a9d2b0,ONEBTC,TRADING,ONE,BTC
4ff66eaa-6a36-4312-a235-b8b864089e8b,ONEUSDT,TRADING,ONE,USDT
50abb160-6305-47e0-a479-083a05023eb6,ONETUSD,BREAK,ONE,TUSD
babbc7de-4646-47d3-857c-8a404108707c,ONEPAX,BREAK,ONE,PAX
3453bbdb-c1ce-4c7c-af1d-82aeb8de9b2f,ONEUSDC,BREAK,ONE,USDC
7d73d521-54ec-4d5a-b475-a1f91155acf3,FTMBNB,TRADING,FTM,BNB
2e5a8696-2ae4-418f-aec7-7593df7f742e,FTMBTC,TRADING,FTM,BTC
a16adc47-5f58-4117-a024-a62f358bc21c,FTMUSDT,TRADING,FTM,USDT
e33a326b-2ec8-484a-8a70-3055e2a21f56,FTMTUSD,BREAK,FTM,TUSD
d9316773-b63f-4c6c-80f1-19a1e9acff95,FTMPAX,BREAK,FTM,PAX
aed23e00-6e6c-4e48-ac32-2041523f7e23,FTMUSDC,TRADING,FTM,USDC
a6832c7b-3656-4522-9201-99d1acca04c8,BTCBBTC,BREAK,BTCB,BTC
034780b4-854d-42c3-83f6-e2e570a1bb00,BCPTTUSD,BREAK,BCPT,TUSD
19db8542-d91d-41c9-85a9-62d4edea394c,BCPTPAX,BREAK,BCPT,PAX
2e2379b1-917c-479a-a927-57bb00e315ce,BCPTUSDC,BREAK,BCPT,USDC
fa7f996a-4ddb-4f54-a377-ae74c70ead57,ALGOBNB,BREAK,ALGO,BNB
bb153463-cac1-4048-9768-a299947771fb,ALGOBTC,TRADING,ALGO,BTC
d28bed17-85b1-4c7a-9c21-2c39c2435417,ALGOUSDT,TRADING,ALGO,USDT
d3262538-cf8c-498c-8589-650815253ca7,ALGOTUSD,BREAK,ALGO,TUSD
fd6e393d-f7a3-443e-bf22-a9253af0f24b,ALGOPAX,BREAK,ALGO,PAX
06ebd1db-6964-4825-9f24-a696264be779,ALGOUSDC,TRADING,ALGO,USDC
44b5db07-ebeb-4e17-a901-f482442b6a4d,USDSBUSDT,BREAK,USDSB,USDT
46aa0c54-2e39-45c1-b00c-5f89c9a2843f,USDSBUSDS,BREAK,USDSB,USDS
8a36f3e4-2cf8-4eb3-9c24-b7bb072ea7f9,GTOUSDT,BREAK,GTO,USDT
771cab45-8eb8-4b6f-8034-a8577e421a33,GTOPAX,BREAK,GTO,PAX
c54e4d92-60d1-425b-9e56-21d217c39ed1,GTOTUSD,BREAK,GTO,TUSD
b40dd4e8-710c-4e59-ad4e-7c4a6a66e5f6,GTOUSDC,BREAK,GTO,USDC
4c687795-7ff7-4353-9c88-7e56d1a58a09,ERDBNB,BREAK,ERD,BNB
505e03b0-8988-4bdf-8462-3cdfda445aeb,ERDBTC,BREAK,ERD,BTC
525fe687-1423-4a37-a027-2b464e2b1166,ERDUSDT,BREAK,ERD,USDT
124d15b5-d145-4d7d-a4d9-48a314bb3206,ERDPAX,BREAK,ERD,PAX
0452239d-f0c1-4916-8dc9-d6f0ad75051f,ERDUSDC,BREAK,ERD,USDC
f2731d11-62cd-4fff-a12a-47c58000684e,DOGEBNB,BREAK,DOGE,BNB
adc646e7-05c4-46b2-a80d-68cf4e4aaae6,DOGEBTC,TRADING,DOGE,BTC
bf710299-0f8a-4434-9843-027f098edea8,DOGEUSDT,TRADING,DOGE,USDT
061c366e-77f2-4272-91a8-d2c04f93f9dd,DOGEPAX,BREAK,DOGE,PAX
f15096b1-b817-4304-bdf0-e254cb5f69c7,DOGEUSDC,TRADING,DOGE,USDC
0b86cdc3-aa64-4827-82b7-b6eafef314d9,DUSKBNB,BREAK,DUSK,BNB
3e7aaf83-72c2-4cdc-809f-dad9d9a27739,DUSKBTC,TRADING,DUSK,BTC
ef90f86f-f96c-40dc-9ffb-01cfdb3875a7,DUSKUSDT,TRADING,DUSK,USDT
5a2feb26-c0d6-4a57-896a-a08a9d8322ff,DUSKUSDC,BREAK,DUSK,USDC
471b2dee-b0a8-4c7a-aa07-b39e6ddcb0d1,DUSKPAX,BREAK,DUSK,PAX
6ef9e5c1-aea2-411e-b370-4340831b2dd7,BGBPUSDC,BREAK,BGBP,USDC
88ba2c1b-dcf4-40b2-823a-f1d2bd41005d,ANKRBNB,BREAK,ANKR,BNB
8bb45604-a1d8-4f65-b542-c2b063f1627a,ANKRBTC,TRADING,ANKR,BTC
3ea10f7c-7bc8-4710-94c8-42ce42beea2d,ANKRUSDT,TRADING,ANKR,USDT
7ec95484-57a6-4e43-9023-69243bbe2994,ANKRTUSD,BREAK,ANKR,TUSD
c08184e7-f8e7-47a6-a168-75286c734019,ANKRPAX,BREAK,ANKR,PAX
de914dd5-cf25-47ee-8485-235f937f1044,ANKRUSDC,BREAK,ANKR,USDC
37aa3e34-a8ba-4986-a9ca-f234a8291ac2,ONTPAX,BREAK,ONT,PAX
a25026f0-e4d5-451d-be5a-59cb612423db,ONTUSDC,TRADING,ONT,USDC
63f889df-10fb-43b8-aa7e-c0c121fbb367,WINBNB,TRADING,WIN,BNB
d40795e5-6a46-4bd5-9926-542c7f20b24b,WINBTC,BREAK,WIN,BTC
e3dbb795-b5fb-4805-9195-35efdf489463,WINUSDT,TRADING,WIN,USDT
fc0e821c-079e-4f0d-b447-b3b803ce4c32,WINUSDC,BREAK,WIN,USDC
e19d9110-fe1e-4a1c-aa7d-d55928f6a9b0,COSBNB,BREAK,COS,BNB
f470a239-f873-446f-9bab-707799906413,COSBTC,TRADING,COS,BTC
4973d779-a369-401a-8fb2-20b790bef7a2,COSUSDT,TRADING,COS,USDT
955f741f-92c9-43b7-96e7-6b450087ed3e,TUSDBTUSD,BREAK,TUSDB,TUSD
e85601d5-7221-465c-ad11-b2eb44626e27,NPXSUSDT,BREAK,NPXS,USDT
1026d446-dbc6-402c-a0dc-94a3050c3887,NPXSUSDC,BREAK,NPXS,USDC
e66aa20f-571c-4b66-b090-99d238cd9a98,COCOSBNB,BREAK,COCOS,BNB
e11181e6-c433-48f6-bbf3-c8768862a349,COCOSBTC,BREAK,COCOS,BTC
7303700a-57c6-40dc-a223-17c7c8426464,COCOSUSDT,BREAK,COCOS,USDT
47811646-759e-4415-9bf0-055fed43eec8,MTLUSDT,TRADING,MTL,USDT
